pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2024-07-08	Annotation de la continuit? r?f?rentielle dans un corpus scolaire ? premiers r?sultats (RECITAL)	35?mes Journ?es d??tudes sur la Parole (JEP) 31?me Conf?rence sur le Traitement Automatique des Langues Naturelles (TALN) 26?me Rencontre des ?tudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RECITAL), 2024, Toulouse, France. pp.28-41.	This paper is about the number 1. The number 2 is left for future work.	"Barletta, M. (2024). ""Annotation de la continuit? r?f?rentielle dans un corpus scolaire ? premiers r?sultats"" <i>35?mes Journ?es d??tudes sur la Parole (JEP) 31?me Conf?rence sur le Traitement Automatique des Langues Naturelles (TALN) 26?me Rencontre des ?tudiants Chercheurs en Informatique pour le Traitement Automatique des Langues (RECITAL), 2024, Toulouse, France. pp.28-41.</i>"	paper-title-number-1	https://inria.hal.science/hal-04622985/document	slides1.pdf
